Date,Stock Symbol,Open Price,High Price,Low Price,Close Price,Volume
21/08/2024,AMZN.OQ,145.6876457,147.6139601,144.7973323,145.776677,9167670
21/08/2024,BAC.N,175.5154744,176.0573282,173.325482,174.9736206,7926186
21/08/2024,GOOGL.OQ,230.3185902,232.8303955,229.8162291,231.4349481,8368615
21/08/2024,JNJ.N,121.6235481,122.4424598,121.5553055,122.4045472,1331230
21/08/2024,JPM.N,245.7033843,246.2761194,243.859177,245.8179313,1553135
21/08/2024,LLY.N,655.7970281,661.3311802,650.1860896,658.5433511,464743
21/08/2024,MSFT.OQ,240.6685349,242.0308096,239.3914023,240.7480009,6469124
21/08/2024,ORCL.N,278.8750817,282.2352649,278.8750817,282.0944189,1225789
21/08/2024,QQQ.OQ,211.1007936,212.5798466,210.3722394,211.7635147,6044146
21/08/2024,SPY.N,195.280133,196.1104887,194.6800439,195.6237886,1174706
21/08/2024,WMT.N,194.2628674,194.985226,192.4311724,194.1080763,3479500
22/08/2024,AAPL.OQ,289.9636114,290.912787,285.2623252,286.0649838,13501687
22/08/2024,AMZN.OQ,146.8693344,146.8774281,142.1992359,142.5553613,10804151
22/08/2024,BAC.N,175.109084,177.3893854,174.1608399,177.1861902,9032539
22/08/2024,GOOGL.OQ,233.3885745,233.8490721,227.9044663,228.574281,8325874
22/08/2024,JNJ.N,122.8367506,123.2082938,121.9192662,123.1021386,2667033
22/08/2024,JPM.N,245.7950218,248.337966,245.7950218,248.143236,1800405
22/08/2024,LLY.N,658.5502688,672.4686614,656.6340686,660.0652429,734140
22/08/2024,MSFT.OQ,240.9012568,242.2465031,235.338635,235.8721926,6835563
22/08/2024,ORCL.N,283.1004618,283.7040875,276.9837212,277.8287972,1321809
22/08/2024,QQQ.OQ,212.7817352,213.0889569,207.9583548,208.4060207,9539877
22/08/2024,SPY.N,196.229111,196.4593777,193.6298881,194.0520438,1296213
22/08/2024,WMT.N,194.3402631,196.6363315,193.9016882,194.9852261,4107158
23/08/2024,AAPL.OQ,287.5556355,290.7535294,285.8483934,289.0080654,13477189
23/08/2024,AMZN.OQ,143.4132997,144.8458949,141.8512044,143.2918933,9264875
23/08/2024,BAC.N,177.4571171,181.3855571,177.4119626,179.5793778,12243284
23/08/2024,GOOGL.OQ,229.5510942,231.8954458,228.6161445,231.1139953,5605836
23/08/2024,JNJ.N,123.2158763,124.5200689,122.609275,124.4518263,2289085
23/08/2024,JPM.N,249.6438022,251.0756401,248.0515984,250.0676262,2844379
23/08/2024,LLY.N,660.0721606,664.0982563,652.8639274,659.0760132,547576
23/08/2024,MSFT.OQ,236.6952335,237.9780422,233.9082465,236.5760345,6206414
23/08/2024,ORCL.N,279.136653,281.1688596,276.2593704,280.0622124,1297942
23/08/2024,QQQ.OQ,210.3195728,211.8644589,208.5947425,210.6662944,8807488
23/08/2024,SPY.N,195.217333,196.4558888,194.456755,196.1279332,1745420
23/08/2024,WMT.N,195.0368231,195.578592,193.5147103,195.2948083,4291419
26/08/2024,AAPL.OQ,289.0080655,289.5686524,285.2623252,289.4412463,9178499
26/08/2024,AMZN.OQ,143.0976431,143.6318311,141.0742035,142.0454545,6631224
26/08/2024,BAC.N,180.7985489,181.5210206,179.0826785,180.2566951,9563567
26/08/2024,GOOGL.OQ,232.6210784,233.7932542,229.4952763,231.8675368,3916082
26/08/2024,JNJ.N,124.4821564,125.6498638,124.0120405,124.8157871,1599747
26/08/2024,JPM.N,250.8694553,251.5567375,249.7927132,251.0527306,1926020
26/08/2024,LLY.N,657.1805661,660.6394112,652.338183,657.5472037,429032
26/08/2024,MSFT.OQ,236.5476538,236.8371372,233.4995641,234.7029068,4161489
26/08/2024,ORCL.N,280.4646295,280.4646295,278.0501266,279.4787075,952208
26/08/2024,QQQ.OQ,210.5082947,210.8330719,207.6994108,208.6210758,6924055
26/08/2024,SPY.N,196.4872888,196.735,195.0742885,195.6464664,1003896
26/08/2024,WMT.N,195.6817861,196.5976336,194.9594275,196.1461595,2956350
27/08/2024,AAPL.OQ,288.0397789,291.5561881,286.5236459,290.5241984,9833033
27/08/2024,AMZN.OQ,140.8880471,141.5193603,139.4230769,140.1191401,9234112
27/08/2024,BAC.N,180.6179309,181.1597847,178.8794833,179.127833,9281503
27/08/2024,GOOGL.OQ,231.6721742,232.2582621,229.5092307,229.8022747,4307885
27/08/2024,JNJ.N,124.9175333,125.2995441,123.9090248,124.4973214,1405198
27/08/2024,JPM.N,251.4421906,252.4845686,251.1329136,252.2096557,1656221
27/08/2024,LLY.N,658.9169063,672.565509,657.1805661,660.2796913,435340
27/08/2024,MSFT.OQ,234.4247756,235.185379,232.8638359,234.9015718,4062568
27/08/2024,ORCL.N,277.4263801,280.6255964,277.4263801,278.6336315,1182740
27/08/2024,QQQ.OQ,207.879355,209.7139073,207.027912,209.244297,6526040
